================================================================
BIO-REACTOR LSTM MODEL PERFORMANCE REPORT
================================================================

STATE VARIABLE       | MSE (Mean Sq. Error) | MAE (Mean Abs. Error) | R2 Score  
1.0884     | 0.000137        | 0.000131        | 0.000007       
1.0964     | 0.000140        | 0.000133        | 0.000006       
1.1044     | 0.000142        | 0.000136        | 0.000006       
1.1124     | 0.000145        | 0.000139        | 0.000006       
1.1204     | 0.000147        | 0.000142        | 0.000006       
1.1285     | 0.000150        | 0.000144        | 0.000006       
1.1365     | 0.000153        | 0.000147        | 0.000005       
1.1445     | 0.000155        | 0.000150        | 0.000005       
1.1525     | 0.000158        | 0.000153        | 0.000005       
1.1605     | 0.000161        | 0.000156        | 0.000005       
1.1685     | 0.000164        | 0.000159        | 0.000005       
1.1765     | 0.000167        | 0.000162        | 0.000005       
1.1845     | 0.000170        | 0.000165        | 0.000005       
1.1925     | 0.000173        | 0.000168        | 0.000005       
1.2005     | 0.000176        | 0.000171        | 0.000005       
1.2085     | 0.000179        | 0.000174        | 0.000005       
1.2165     | 0.000182        | 0.000177        | 0.000005       
1.2245     | 0.000185        | 0.000181        | 0.000005       
1.2325     | 0.000188        | 0.000184        | 0.000005       
1.2405     | 0.000192        | 0.000187        | 0.000005       
1.2485     | 0.000195        | 0.000190        | 0.000005       
1.2565     | 0.000199        | 0.000194        | 0.000005       
1.2645     | 0.000202        | 0.000197        | 0.000005       
1.2725     | 0.000206        | 0.000200        | 0.000005       
1.2805     | 0.000209        | 0.000204        | 0.000005       
1.2885     | 0.000213        | 0.000207        | 0.000006       
1.2965     | 0.000216        | 0.000211        | 0.000006       
1.3045     | 0.000220        | 0.000214        | 0.000006       
1.3125     | 0.000224        | 0.000218        | 0.000006       
1.3205     | 0.000228        | 0.000222        | 0.000006       
1.3285     | 0.000232        | 0.000226        | 0.000006       
1.3365     | 0.000236        | 0.000229        | 0.000006       
1.3445     | 0.000240        | 0.000233        | 0.000007       
1.3525     | 0.000244        | 0.000237        | 0.000007       
1.3605     | 0.000248        | 0.000241        | 0.000007       
1.3685     | 0.000253        | 0.000246        | 0.000007       
1.3766     | 0.000257        | 0.000250        | 0.000007       
1.3846     | 0.000261        | 0.000254        | 0.000007       
1.3926     | 0.000266        | 0.000259        | 0.000007       
1.4006     | 0.000270        | 0.000263        | 0.000007       
1.4086     | 0.000275        | 0.000268        | 0.000007       
1.4166     | 0.000280        | 0.000272        | 0.000007       
1.4246     | 0.000284        | 0.000277        | 0.000007       
1.4326     | 0.000289        | 0.000282        | 0.000007       
1.4406     | 0.000294        | 0.000287        | 0.000007       
1.4486     | 0.000299        | 0.000292        | 0.000007       
1.4566     | 0.000304        | 0.000297        | 0.000007       
1.4646     | 0.000310        | 0.000302        | 0.000007       
1.4726     | 0.000315        | 0.000308        | 0.000007       
1.4806     | 0.000320        | 0.000313        | 0.000007       
1.4886     | 0.000326        | 0.000319        | 0.000007       
1.4966     | 0.000331        | 0.000325        | 0.000007       
1.5046     | 0.000337        | 0.000330        | 0.000006       
1.5126     | 0.000343        | 0.000336        | 0.000006       
1.5206     | 0.000348        | 0.000343        | 0.000006       
1.5286     | 0.000354        | 0.000349        | 0.000005       
1.5366     | 0.000360        | 0.000355        | 0.000005       
1.5446     | 0.000366        | 0.000362        | 0.000005       
1.5526     | 0.000373        | 0.000368        | 0.000004       
1.5606     | 0.000379        | 0.000375        | 0.000004       
1.5686     | 0.000385        | 0.000382        | 0.000004       
1.5766     | 0.000392        | 0.000389        | 0.000003       
1.5846     | 0.000398        | 0.000396        | 0.000002       
1.5926     | 0.000405        | 0.000403        | 0.000002       
1.6006     | 0.000412        | 0.000410        | 0.000001       
1.6086     | 0.000419        | 0.000418        | 0.000001       
1.6166     | 0.000426        | 0.000426        | 0.000000       
1.6246     | 0.000433        | 0.000433        | 0.000000       
1.6327     | 0.000440        | 0.000441        | 0.000001       
1.6407     | 0.000448        | 0.000449        | 0.000002       
1.6487     | 0.000455        | 0.000457        | 0.000002       
1.6567     | 0.000463        | 0.000466        | 0.000003       
1.6647     | 0.000470        | 0.000474        | 0.000004       
1.6727     | 0.000478        | 0.000483        | 0.000004       
1.6807     | 0.000486        | 0.000491        | 0.000005       
1.6887     | 0.000494        | 0.000500        | 0.000006       
1.6967     | 0.000503        | 0.000509        | 0.000006       
1.7047     | 0.000511        | 0.000518        | 0.000007       
1.7127     | 0.000520        | 0.000527        | 0.000007       
1.7207     | 0.000528        | 0.000536        | 0.000008       
1.7287     | 0.000537        | 0.000546        | 0.000008       
1.7367     | 0.000546        | 0.000555        | 0.000009       
1.7447     | 0.000555        | 0.000565        | 0.000009       
1.7527     | 0.000565        | 0.000574        | 0.000010       
1.7607     | 0.000574        | 0.000584        | 0.000010       
1.7687     | 0.000584        | 0.000594        | 0.000010       
1.7767     | 0.000593        | 0.000604        | 0.000011       
1.7847     | 0.000603        | 0.000614        | 0.000011       
1.7927     | 0.000613        | 0.000625        | 0.000011       
1.8007     | 0.000623        | 0.000635        | 0.000012       
1.8087     | 0.000634        | 0.000646        | 0.000012       
1.8167     | 0.000644        | 0.000656        | 0.000012       
1.8247     | 0.000655        | 0.000667        | 0.000013       
1.8327     | 0.000666        | 0.000678        | 0.000013       
1.8407     | 0.000677        | 0.000690        | 0.000013       
1.8487     | 0.000688        | 0.000701        | 0.000013       
1.8567     | 0.000699        | 0.000713        | 0.000013       
1.8647     | 0.000711        | 0.000724        | 0.000014       
1.8727     | 0.000723        | 0.000736        | 0.000014       
1.8808     | 0.000734        | 0.000748        | 0.000014       
1.8888     | 0.000747        | 0.000760        | 0.000014       
1.8968     | 0.000759        | 0.000773        | 0.000014       
1.9048     | 0.000771        | 0.000786        | 0.000014       
1.9128     | 0.000784        | 0.000798        | 0.000014       
1.9208     | 0.000797        | 0.000811        | 0.000014       
1.9288     | 0.000810        | 0.000824        | 0.000014       
1.9368     | 0.000824        | 0.000838        | 0.000014       
1.9448     | 0.000837        | 0.000851        | 0.000014       
1.9528     | 0.000851        | 0.000865        | 0.000014       
1.9608     | 0.000865        | 0.000879        | 0.000014       
1.9688     | 0.000879        | 0.000893        | 0.000014       
1.9768     | 0.000894        | 0.000907        | 0.000014       
1.9848     | 0.000908        | 0.000922        | 0.000014       
1.9928     | 0.000923        | 0.000937        | 0.000013       

--- STATE: nH2S_g ---
Time (h)   | True            | Pred            | Diff           
------------------------------------------------------------
0.4002     | 0.011791        | 0.011748        | 0.000043       
0.4082     | 0.011788        | 0.011773        | 0.000014       
0.4162     | 0.011785        | 0.011788        | 0.000004       
0.4242     | 0.011781        | 0.011796        | 0.000014       
0.4322     | 0.011778        | 0.011798        | 0.000019       
0.4402     | 0.011776        | 0.011796        | 0.000020       
0.4482     | 0.011773        | 0.011791        | 0.000019       
0.4562     | 0.011770        | 0.011786        | 0.000016       
0.4642     | 0.011767        | 0.011779        | 0.000013       
0.4722     | 0.011764        | 0.011773        | 0.000009       
0.4802     | 0.011761        | 0.011766        | 0.000005       
0.4882     | 0.011758        | 0.011760        | 0.000002       
0.4962     | 0.011755        | 0.011754        | 0.000000       
0.5042     | 0.011752        | 0.011749        | 0.000003       
0.5122     | 0.011749        | 0.011744        | 0.000004       
0.5202     | 0.011746        | 0.011740        | 0.000005       
0.5282     | 0.011743        | 0.011737        | 0.000006       
0.5362     | 0.011740        | 0.011733        | 0.000007       
0.5442     | 0.011737        | 0.011730        | 0.000007       
0.5522     | 0.011734        | 0.011727        | 0.000007       
0.5602     | 0.011731        | 0.011725        | 0.000006       
0.5682     | 0.011728        | 0.011722        | 0.000006       
0.5762     | 0.011725        | 0.011720        | 0.000005       
0.5842     | 0.011722        | 0.011718        | 0.000005       
0.5922     | 0.011720        | 0.011716        | 0.000004       
0.6002     | 0.011717        | 0.011714        | 0.000003       
0.6082     | 0.011714        | 0.011712        | 0.000002       
0.6162     | 0.011711        | 0.011710        | 0.000001       
0.6242     | 0.011708        | 0.011708        | 0.000000       
0.6323     | 0.011705        | 0.011706        | 0.000001       
0.6403     | 0.011702        | 0.011704        | 0.000001       
0.6483     | 0.011699        | 0.011702        | 0.000002       
0.6563     | 0.011696        | 0.011699        | 0.000003       
0.6643     | 0.011694        | 0.011697        | 0.000003       
0.6723     | 0.011691        | 0.011694        | 0.000004       
0.6803     | 0.011688        | 0.011692        | 0.000004       
0.6883     | 0.011685        | 0.011689        | 0.000004       
0.6963     | 0.011682        | 0.011687        | 0.000005       
0.7043     | 0.011679        | 0.011684        | 0.000005       
0.7123     | 0.011676        | 0.011681        | 0.000005       
0.7203     | 0.011673        | 0.011678        | 0.000005       
0.7283     | 0.011671        | 0.011675        | 0.000004       
0.7363     | 0.011668        | 0.011672        | 0.000004       
0.7443     | 0.011665        | 0.011669        | 0.000004       
0.7523     | 0.011662        | 0.011666        | 0.000003       
0.7603     | 0.011659        | 0.011662        | 0.000003       
0.7683     | 0.011657        | 0.011659        | 0.000003       
0.7763     | 0.011654        | 0.011656        | 0.000002       
0.7843     | 0.011651        | 0.011652        | 0.000001       
0.7923     | 0.011648        | 0.011649        | 0.000001       
0.8003     | 0.011645        | 0.011646        | 0.000000       
0.8083     | 0.011643        | 0.011642        | 0.000000       
0.8163     | 0.011640        | 0.011639        | 0.000001       
0.8243     | 0.011637        | 0.011636        | 0.000001       
0.8323     | 0.011634        | 0.011632        | 0.000002       
0.8403     | 0.011632        | 0.011629        | 0.000002       
0.8483     | 0.011629        | 0.011626        | 0.000003       
